source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
Pressed	level5	314932	7	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
Selected	level5	314944	8	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
Disabled	level5	314956	8	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	315044	29	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
UpdateVolumeMaster	level5	315080	18	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	315120	31	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	315188	29	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
UpdateVolumeMaster	level5	315224	18	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	315264	31	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
Normal	level5	315560	6	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
Highlighted	level5	315572	11	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
Pressed	level5	315588	7	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
Selected	level5	315600	8	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
Disabled	level5	315612	8	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	315700	29	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
UpdateBrightness	level5	315736	16	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	315772	31	1852	UnityEngine.UI:UnityEngine.UI.Slider	488	Slider	mono_string_candidate
Normal	level5	316056	6	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
Highlighted	level5	316068	11	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
Pressed	level5	316084	7	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
Selected	level5	316096	8	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
Disabled	level5	316108	8	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
PauseMenu, Assembly-CSharp	level5	316152	26	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
OpenSettings	level5	316184	12	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	316216	31	1853	UnityEngine.UI:UnityEngine.UI.Button	546	Settings	mono_string_candidate
Normal	level5	316936	6	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
Highlighted	level5	316948	11	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
Pressed	level5	316964	7	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
Selected	level5	316976	8	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
Disabled	level5	316988	8	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	317032	29	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
RestoreDefaultSettings	level5	317068	22	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	317112	31	1857	UnityEngine.UI:UnityEngine.UI.Button	506	SettingsPanel_Reset	mono_string_candidate
Normal	level5	319384	6	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
Highlighted	level5	319396	11	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
Pressed	level5	319412	7	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
Selected	level5	319424	8	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
Disabled	level5	319436	8	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	319524	29	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
UpdateVolumeSFX	level5	319560	15	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	319596	31	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	319664	29	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
UpdateVolumeSFX	level5	319700	15	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	319736	31	1872	UnityEngine.UI:UnityEngine.UI.Slider	424	Slider	mono_string_candidate
Normal	level5	321224	6	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
Highlighted	level5	321236	11	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
Pressed	level5	321252	7	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
Selected	level5	321264	8	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
Disabled	level5	321276	8	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	321320	29	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
ConfirmResolution	level5	321356	17	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	321396	31	1883	UnityEngine.UI:UnityEngine.UI.Button	543	yes	mono_string_candidate
Normal	level5	323480	6	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
Highlighted	level5	323492	11	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
Pressed	level5	323508	7	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
Selected	level5	323520	8	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
Disabled	level5	323532	8	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	323620	29	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
UpdateVolumeMusic	level5	323656	17	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	323696	31	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	323764	29	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
UpdateVolumeMusic	level5	323800	17	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	323840	31	1898	UnityEngine.UI:UnityEngine.UI.Slider	562	Slider	mono_string_candidate
Normal	level5	324136	6	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
Highlighted	level5	324148	11	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
Pressed	level5	324164	7	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
Selected	level5	324176	8	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
Disabled	level5	324188	8	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
PauseMenu, Assembly-CSharp	level5	324232	26	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
QuitGame	level5	324264	8	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	324292	31	1899	UnityEngine.UI:UnityEngine.UI.Button	490	Quit	mono_string_candidate
Assets/UniStorm Weather System/Resources/Components/Resources/UniStorm Data.asset	level5	324640	81	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
Player	level5	324776	6	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
FPS Player	level5	324788	10	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
MainCamera	level5	324804	10	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
Main Camera	level5	324820	11	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
Respawn	level5	327788	7	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
Respawn	level5	327924	7	1900	Assembly-CSharp:UniStorm.UniStormSystem	476	UniStorm URP System	mono_string_candidate
Normal	level5	336808	6	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
Highlighted	level5	336820	11	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
Pressed	level5	336836	7	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
Selected	level5	336848	8	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
Disabled	level5	336860	8	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
game_controller, Assembly-CSharp	level5	336904	32	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	336976	31	1903	UnityEngine.UI:UnityEngine.UI.Button	461	Accept	mono_string_candidate
Dead by the Sea.	level5	339020	16	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
Your friend is sleeping with the fishes.	level5	339592	40	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
You lost an item to the sea.	level5	339636	28	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
Something broke during the night.	level5	339668	33	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
You did not sleep very well.	level5	339708	28	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
You feel weak.	level5	339740	14	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
Help may be on the way...	level5	339760	25	1909	Assembly-CSharp:game_controller	377	GameController	mono_string_candidate
Normal	level5	341704	6	1920	UnityEngine.UI:UnityEngine.UI.Scrollbar	548	Scrollbar	mono_string_candidate
Highlighted	level5	341716	11	1920	UnityEngine.UI:UnityEngine.UI.Scrollbar	548	Scrollbar	mono_string_candidate
Pressed	level5	341732	7	1920	UnityEngine.UI:UnityEngine.UI.Scrollbar	548	Scrollbar	mono_string_candidate
Selected	level5	341744	8	1920	UnityEngine.UI:UnityEngine.UI.Scrollbar	548	Scrollbar	mono_string_candidate
Disabled	level5	341756	8	1920	UnityEngine.UI:UnityEngine.UI.Scrollbar	548	Scrollbar	mono_string_candidate
Normal	level5	342056	6	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
Highlighted	level5	342068	11	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
Pressed	level5	342084	7	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
Selected	level5	342096	8	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
Disabled	level5	342108	8	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	342152	29	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
RevertResolution	level5	342188	16	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	342224	31	1921	UnityEngine.UI:UnityEngine.UI.Button	367	no	mono_string_candidate
Normal	level5	343384	6	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Highlighted	level5	343396	11	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Pressed	level5	343412	7	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Selected	level5	343424	8	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Disabled	level5	343436	8	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
PauseMenu, Assembly-CSharp	level5	343480	26	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Resume	level5	343512	6	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	343540	31	1930	UnityEngine.UI:UnityEngine.UI.Button	450	Resume	mono_string_candidate
Normal	level5	343832	6	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
Highlighted	level5	343844	11	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
Pressed	level5	343860	7	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
Selected	level5	343872	8	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
Disabled	level5	343884	8	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
game_controller, Assembly-CSharp	level5	343928	32	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	344000	31	1931	UnityEngine.UI:UnityEngine.UI.Button	399	RunButton	mono_string_candidate
Normal	level5	344440	6	1933	Unity.TextMeshPro:TMPro.TMP_InputField	420	InputNightResult	mono_string_candidate
Highlighted	level5	344452	11	1933	Unity.TextMeshPro:TMPro.TMP_InputField	420	InputNightResult	mono_string_candidate
Pressed	level5	344468	7	1933	Unity.TextMeshPro:TMPro.TMP_InputField	420	InputNightResult	mono_string_candidate
Selected	level5	344480	8	1933	Unity.TextMeshPro:TMPro.TMP_InputField	420	InputNightResult	mono_string_candidate
Disabled	level5	344492	8	1933	Unity.TextMeshPro:TMPro.TMP_InputField	420	InputNightResult	mono_string_candidate
Normal	level5	345704	6	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
Highlighted	level5	345716	11	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
Pressed	level5	345732	7	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
Selected	level5	345744	8	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
Disabled	level5	345756	8	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
PauseMenu, Assembly-CSharp	level5	345800	26	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
BackToMenu	level5	345832	10	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	345864	31	1940	UnityEngine.UI:UnityEngine.UI.Button	447	BackToMenu	mono_string_candidate
Normal	level5	347560	6	1952	UnityEngine.UI:UnityEngine.UI.Toggle	489	Item	mono_string_candidate
Highlighted	level5	347572	11	1952	UnityEngine.UI:UnityEngine.UI.Toggle	489	Item	mono_string_candidate
Pressed	level5	347588	7	1952	UnityEngine.UI:UnityEngine.UI.Toggle	489	Item	mono_string_candidate
Selected	level5	347600	8	1952	UnityEngine.UI:UnityEngine.UI.Toggle	489	Item	mono_string_candidate
Disabled	level5	347612	8	1952	UnityEngine.UI:UnityEngine.UI.Toggle	489	Item	mono_string_candidate
Actions Database	resources.assets	15974464	16	1901	Febucci.TextAnimator.Runtime:Febucci.UI.Actions.ActionDatabase	0		mono_string_candidate
SpeedAction	resources.assets	15974560	11	1902	Febucci.TextAnimator.Runtime:Febucci.UI.Actions.SpeedAction	0		mono_string_candidate
WaitAnyInputAction	resources.assets	15974624	18	1903	Febucci.TextAnimator.Runtime:Febucci.UI.Actions.WaitAnyInputAction	0		mono_string_candidate
WaitForAction	resources.assets	15974704	13	1904	Febucci.TextAnimator.Runtime:Febucci.UI.Actions.WaitForAction	0		mono_string_candidate
Appearances Database	resources.assets	15974768	20	1905	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.AnimationsDatabase	0		mono_string_candidate
DiagonalExpandAppearance	resources.assets	15974928	24	1906	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.DiagonalExpandAppearance	0		mono_string_candidate
FadeAppearance	resources.assets	15975008	14	1907	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.FadeAppearance	0		mono_string_candidate
HorizontalExpandAppearance	resources.assets	15975072	26	1908	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.HorizontalExpandAppearance	0		mono_string_candidate
OffsetAppearance	resources.assets	15975152	16	1909	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.OffsetAppearance	0		mono_string_candidate
RandomDirectionAppearance	resources.assets	15975232	25	1910	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.RandomDirectionAppearance	0		mono_string_candidate
RotatingAppearance	resources.assets	15975312	18	1911	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.RotatingAppearance	0		mono_string_candidate
SizeAppearance	resources.assets	15975392	14	1912	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.SizeAppearance	0		mono_string_candidate
VerticalExpandAppearance	resources.assets	15975456	24	1913	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.VerticalExpandAppearance	0		mono_string_candidate
Behaviors Database	resources.assets	15975536	18	1914	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.AnimationsDatabase	0		mono_string_candidate
BounceBehavior	resources.assets	15975744	14	1915	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.BounceBehavior	0		mono_string_candidate
DangleBehavior	resources.assets	15975824	14	1916	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.DangleBehavior	0		mono_string_candidate
FadeBehavior	resources.assets	15975904	12	1917	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.FadeBehavior	0		mono_string_candidate
PendulumBehavior	resources.assets	15975968	16	1918	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.PendulumBehavior	0		mono_string_candidate
RainbowBehavior	resources.assets	15976048	15	1919	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.RainbowBehavior	0		mono_string_candidate
RotationBehavior	resources.assets	15976128	16	1920	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.RotationBehavior	0		mono_string_candidate
ShakeBehavior	resources.assets	15976192	13	1921	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.ShakeBehavior	0		mono_string_candidate
SizeBehavior	resources.assets	15976272	12	1922	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.SizeBehavior	0		mono_string_candidate
SlideBehavior	resources.assets	15976336	13	1923	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.SlideBehavior	0		mono_string_candidate
SwingBehavior	resources.assets	15976416	13	1924	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.SwingBehavior	0		mono_string_candidate
WaveBehavior	resources.assets	15976496	12	1925	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.WaveBehavior	0		mono_string_candidate
WiggleBehavior	resources.assets	15976560	14	1926	Febucci.TextAnimator.Runtime:Febucci.UI.Effects.WiggleBehavior	0		mono_string_candidate
TextAnimatorSettings	resources.assets	15976640	20	1927	Febucci.TextAnimator.Runtime:Febucci.UI.TextAnimatorSettings	0		mono_string_candidate
TextAnimator StyleSheet	resources.assets	15976784	23	1928	Febucci.TextAnimator.Runtime:Febucci.UI.Styles.StyleSheetScriptable	0		mono_string_candidate
