seed	found_string	file	encoding_method	byte_offset	nearby_strings	in_source_queue	in_generated_dictionary	recommended_action
Left	UnityEngine.UIElements.IStyle.left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	646787	UnityEngine.UIElements.IStyle.get_unityFontDefinition | UnityEngine.UIElements.IStyle.set_unityFontDefinition | UnityEngine.UIElements.IStyle.get_unityFontStyleAndWeight | UnityEngine.UIElements.IStyle.set_unityFontStyleAndWeight | UnityEngine.UIElements.IStyle.get_unityOverflowClipBox | UnityEngine.UIElements.IStyle.set_unityOverflowClipBox | UnityEngine.UIElements.IStyle.get_unityParagraphSpacing | UnityEngine.UIElements.IStyle.set_unityParagraphSpacing | UnityEngine.UIElements.IStyle.get_unitySliceBottom | UnityEngine.UIElements.IStyle.set_unitySliceBottom | UnityEngine.UIElements.IStyle.get_unitySliceLeft | UnityEngine.UIElements.IStyle.set_unitySliceLeft | UnityEngine.UIElements.IStyle.get_unitySliceRight | UnityEngine.UIElements.IStyle.set_unitySliceRight | UnityEngine.UIElements.IStyle.get_unitySliceScale | UnityEngine.UIElements.IStyle.set_unitySliceScale | UnityEngine.UIElements.IStyle.get_unitySliceTop | UnityEngine.UIElements.IStyle.set_unitySliceTop	no	no	add_or_update_exact_source_if_player_facing
Right	UnityEngine.UIElements.IStyle.right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	647476	UnityEngine.UIElements.IStyle.set_unitySliceRight | UnityEngine.UIElements.IStyle.get_unitySliceScale | UnityEngine.UIElements.IStyle.set_unitySliceScale | UnityEngine.UIElements.IStyle.get_unitySliceTop | UnityEngine.UIElements.IStyle.set_unitySliceTop | UnityEngine.UIElements.IStyle.get_unitySliceType | UnityEngine.UIElements.IStyle.set_unitySliceType | UnityEngine.UIElements.IStyle.get_unityTextAlign | UnityEngine.UIElements.IStyle.set_unityTextAlign | UnityEngine.UIElements.IStyle.get_unityTextGenerator | UnityEngine.UIElements.IStyle.set_unityTextGenerator | UnityEngine.UIElements.IStyle.get_unityTextOutlineColor | UnityEngine.UIElements.IStyle.set_unityTextOutlineColor | UnityEngine.UIElements.IStyle.get_unityTextOutlineWidth | UnityEngine.UIElements.IStyle.set_unityTextOutlineWidth | UnityEngine.UIElements.IStyle.get_unityTextOverflowPosition | UnityEngine.UIElements.IStyle.set_unityTextOverflowPosition | UnityEngine.UIElements.IStyle.get_visibility	no	no	add_or_update_exact_source_if_player_facing
Left	UnityEngine.UIElements.IResolvedStyle.get_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	655194	MinHeightProperty | MinWidthProperty | OpacityProperty | OverflowProperty | PaddingBottomProperty | PaddingLeftProperty | PaddingRightProperty | PaddingTopProperty | PositionProperty | RightProperty | RotateProperty | ScaleProperty | TextOverflowProperty | TextShadowProperty | TopProperty | TransformOriginProperty | TransitionDelayProperty | TransitionDurationProperty	no	no	add_or_update_exact_source_if_player_facing
Right	UnityEngine.UIElements.IResolvedStyle.get_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	656036	UnityTextOutlineColorProperty | UnityTextOutlineWidthProperty | UnityTextOverflowPositionProperty | VisibilityProperty | WhiteSpaceProperty | WidthProperty | WordSpacingProperty | InlineStyleProperty`2 | <.ctor>b__0_0 | <.ctor>b__0_1 | <.ctor>b__0_2 | kw | <.ctor>b__0_3 | InlineStyleEnumProperty`1 | InlineStyleColorProperty | InlineStyleBackgroundProperty | <.ctor>b__0_4 | <.ctor>b__0_5	no	no	add_or_update_exact_source_if_player_facing
Left	UnityEngine.UIElements.IResolvedStyle.left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	668123	set_elementPanel | get_visualTreeAssetSource | set_visualTreeAssetSource | ElementAt | get_childCount | ChildCount | childIndexes | ElementAtTreePath | outChildIndexes | FindElementInTree | BringToFront | SendToBack | sibling | PlaceBehind | GetFirstOfType | GetFirstAncestorOfType | GetFirstAncestorWhere | GatherAllChildren	no	no	add_or_update_exact_source_if_player_facing
Right	UnityEngine.UIElements.IResolvedStyle.right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	668901	MultiplyMatrix44Point2ToPoint3 | MultiplyMatrix44Point3ToPoint2 | vector | MultiplyVector2 | MultiplyMatrix34 | TranslateMatrix34 | TranslateMatrix34InPlace | get_schedule | timerUpdateEvent | UnityEngine.UIElements.IVisualElementScheduler.Execute | updateEvent | get_style | get_resolvedStyle | get_styleSheets | sheetPath | AddStyleSheetPath | isRow | ResolveLengthValue	no	no	add_or_update_exact_source_if_player_facing
Resume	Resume	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	672881	UnityEngine.UIElements.IResolvedStyle.flexShrink | UnityEngine.UIElements.IResolvedStyle.flexWrap | UnityEngine.UIElements.IResolvedStyle.fontSize | UnityEngine.UIElements.IResolvedStyle.height | UnityEngine.UIElements.IResolvedStyle.justifyContent | UnityEngine.UIElements.IResolvedStyle.left | UnityEngine.UIElements.IResolvedStyle.letterSpacing | UnityEngine.UIElements.IResolvedStyle.marginBottom | UnityEngine.UIElements.IResolvedStyle.marginLeft | UnityEngine.UIElements.IResolvedStyle.marginRight | UnityEngine.UIElements.IResolvedStyle.marginTop | UnityEngine.UIElements.IResolvedStyle.maxHeight | UnityEngine.UIElements.IResolvedStyle.maxWidth | UnityEngine.UIElements.IResolvedStyle.minHeight | UnityEngine.UIElements.IResolvedStyle.minWidth | UnityEngine.UIElements.IResolvedStyle.opacity | UnityEngine.UIElements.IResolvedStyle.paddingBottom | UnityEngine.UIElements.IResolvedStyle.paddingLeft	yes	yes	already_covered
Left	s_Left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	706749	m_RuleIndex | m_Classes | m_StylesheetPaths | m_Stylesheets | m_SkipClone | stylesheetPaths | hasStylesheetPaths | stylesheets | hasStylesheets | skipClone | VisualElementFactoryRegistry | attr | GetMovedUIControlTypeName | factoryList | s_MovedTypesFactories | VisualTreeAsset | get_importerWithUpdatedUrls | set_importerWithUpdatedUrls	no	no	add_or_update_exact_source_if_player_facing
Right	s_Right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	706756	m_RuleIndex | m_Classes | m_StylesheetPaths | m_Stylesheets | m_SkipClone | stylesheetPaths | hasStylesheetPaths | stylesheets | hasStylesheets | skipClone | VisualElementFactoryRegistry | attr | GetMovedUIControlTypeName | factoryList | s_MovedTypesFactories | VisualTreeAsset | get_importerWithUpdatedUrls | set_importerWithUpdatedUrls	no	no	add_or_update_exact_source_if_player_facing
Left	set_Left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	732975	<>9__37_0 | <>9__37_1 | <>9__37_2 | <>9__37_3 | BaseShaderInfoStorage | uvs | AllocateRect | SetTexel | UpdateTexture | s_MarkerCopyTexture | s_MarkerGetTextureData | s_MarkerUpdateTexture | ShaderInfoStorage`1 | convert | CreateOrExpandTexture | srcWidth | srcHeight | dstWidth	no	no	add_or_update_exact_source_if_player_facing
Right	set_Right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	732992	<>9__37_2 | <>9__37_3 | BaseShaderInfoStorage | uvs | AllocateRect | SetTexel | UpdateTexture | s_MarkerCopyTexture | s_MarkerGetTextureData | s_MarkerUpdateTexture | ShaderInfoStorage`1 | convert | CreateOrExpandTexture | srcWidth | srcHeight | dstWidth | dstHeight | CpuBlit	no	no	add_or_update_exact_source_if_player_facing
Left	get_left_Injected	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	999657	set_fieldOfView_Injected | get_actualRenderingPath_Injected | get_allowHDR_Injected | get_allowMSAA_Injected | get_allowDynamicResolution_Injected | get_orthographicSize_Injected | get_orthographic_Injected | get_opaqueSortMode_Injected | get_depth_Injected | set_depth_Injected | get_aspect_Injected | get_cullingMask_Injected | set_cullingMask_Injected | get_eventMask_Injected | get_cameraType_Injected | set_useOcclusionCulling_Injected | get_backgroundColor_Injected | set_backgroundColor_Injected	no	no	add_or_update_exact_source_if_player_facing
Right	get_right_Injected	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	999675	get_actualRenderingPath_Injected | get_allowHDR_Injected | get_allowMSAA_Injected | get_allowDynamicResolution_Injected | get_orthographicSize_Injected | get_orthographic_Injected | get_opaqueSortMode_Injected | get_depth_Injected | set_depth_Injected | get_aspect_Injected | get_cullingMask_Injected | set_cullingMask_Injected | get_eventMask_Injected | get_cameraType_Injected | set_useOcclusionCulling_Injected | get_backgroundColor_Injected | set_backgroundColor_Injected | get_clearFlags_Injected	no	no	add_or_update_exact_source_if_player_facing
Left	ascii_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1155858	set_isMultiAtlasTexturesEnabled | get_getFontFeatures | set_getFontFeatures | get_clearDynamicDataOnBuild | set_clearDynamicDataOnBuild | get_atlasWidth | set_atlasWidth | get_atlasHeight | set_atlasHeight | get_atlasPadding | set_atlasPadding | get_atlasRenderMode | set_atlasRenderMode | get_usedGlyphRects | set_usedGlyphRects | get_freeGlyphRects | set_freeGlyphRects | get_fontFeatureTable	no	no	add_or_update_exact_source_if_player_facing
Right	ascii_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1155869	set_isMultiAtlasTexturesEnabled | get_getFontFeatures | set_getFontFeatures | get_clearDynamicDataOnBuild | set_clearDynamicDataOnBuild | get_atlasWidth | set_atlasWidth | get_atlasHeight | set_atlasHeight | get_atlasPadding | set_atlasPadding | get_atlasRenderMode | set_atlasRenderMode | get_usedGlyphRects | set_usedGlyphRects | get_freeGlyphRects | set_freeGlyphRects | get_fontFeatureTable	no	no	add_or_update_exact_source_if_player_facing
Left	ascii_Left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1155881	set_isMultiAtlasTexturesEnabled | get_getFontFeatures | set_getFontFeatures | get_clearDynamicDataOnBuild | set_clearDynamicDataOnBuild | get_atlasWidth | set_atlasWidth | get_atlasHeight | set_atlasHeight | get_atlasPadding | set_atlasPadding | get_atlasRenderMode | set_atlasRenderMode | get_usedGlyphRects | set_usedGlyphRects | get_freeGlyphRects | set_freeGlyphRects | get_fontFeatureTable	no	no	add_or_update_exact_source_if_player_facing
Right	ascii_Right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1155892	get_getFontFeatures | set_getFontFeatures | get_clearDynamicDataOnBuild | set_clearDynamicDataOnBuild | get_atlasWidth | set_atlasWidth | get_atlasHeight | set_atlasHeight | get_atlasPadding | set_atlasPadding | get_atlasRenderMode | set_atlasRenderMode | get_usedGlyphRects | set_usedGlyphRects | get_freeGlyphRects | set_freeGlyphRects | get_fontFeatureTable | set_fontFeatureTable	no	no	add_or_update_exact_source_if_player_facing
Left	MARGIN_LEFT	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1168158	m_IsDrivenByLayoutComponents | m_LayoutGroup | m_IScrollHandlerParent | m_ScrollPosition | m_ScrollSensitivity | m_ContentType | m_InputType | m_AsteriskChar | m_LineType | m_HideSoftKeyboard | m_CharacterValidation | m_RegexValue | m_GlobalPointSize | m_CharacterLimit | m_OnEndEdit | m_OnSubmit | m_OnSelect | m_OnDeselect	no	no	add_or_update_exact_source_if_player_facing
Right	MARGIN_RIGHT	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1168170	m_IsDrivenByLayoutComponents | m_LayoutGroup | m_IScrollHandlerParent | m_ScrollPosition | m_ScrollSensitivity | m_ContentType | m_InputType | m_AsteriskChar | m_LineType | m_HideSoftKeyboard | m_CharacterValidation | m_RegexValue | m_GlobalPointSize | m_CharacterLimit | m_OnEndEdit | m_OnSubmit | m_OnSelect | m_OnDeselect	no	no	add_or_update_exact_source_if_player_facing
Left	LEFT	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1168623	m_StringPosition | m_StringSelectPosition | m_CaretPosition | m_CaretSelectPosition | caretRectTrans | m_CursorVerts | m_CachedInputRenderer | m_LastPosition | m_AllowInput | m_ShouldActivateNextUpdate | m_UpdateDrag | m_DragPositionOutOfBounds | kHScrollSpeed | kVScrollSpeed | m_CaretVisible | m_BlinkCoroutine | m_BlinkStartTime | m_DragCoroutine	no	no	add_or_update_exact_source_if_player_facing
Right	RIGHT	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1168628	m_StringPosition | m_StringSelectPosition | m_CaretPosition | m_CaretSelectPosition | caretRectTrans | m_CursorVerts | m_CachedInputRenderer | m_LastPosition | m_AllowInput | m_ShouldActivateNextUpdate | m_UpdateDrag | m_DragPositionOutOfBounds | kHScrollSpeed | kVScrollSpeed | m_CaretVisible | m_BlinkCoroutine | m_BlinkStartTime | m_DragCoroutine	no	no	add_or_update_exact_source_if_player_facing
Right	RIGHT_SINGLE_QUOTATION	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1169010	m_IsTextComponentUpdateRequired | m_HasTextBeenRemoved | m_PointerDownClickStartTime | m_KeyDownStartTime | m_DoubleClickDelay | m_IsApplePlatform | kEmailSpecialCharacters | kOculusQuestDeviceModel | m_IsCompositionActive | m_ShouldUpdateIMEWindowPosition | m_PreviousIMEInsertionLine | m_GlobalFontAsset | m_OnFocusSelectAll | m_isSelectAll | m_ResetOnDeActivation | m_SelectionStillActive | m_ReleaseSelection | m_LastKeyCode	no	no	add_or_update_exact_source_if_player_facing
Left	hand_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1199555	SleepAnimator | SleepBOATAnimator | YesNoChoiceHud | ItemChoiceHud | SleepButton | sleepButtonHolder | pickItemText | yes_button_text | no_button_text | CalmNightText | replaceYesNoColor | heartIcon | ambientSounds | eventListDebugParent | eventListDebugListItem | weightDebugGradient | ActionInputField | actionsText	no	no	add_or_update_exact_source_if_player_facing
Right	hand_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1199565	SleepAnimator | SleepBOATAnimator | YesNoChoiceHud | ItemChoiceHud | SleepButton | sleepButtonHolder | pickItemText | yes_button_text | no_button_text | CalmNightText | replaceYesNoColor | heartIcon | ambientSounds | eventListDebugParent | eventListDebugListItem | weightDebugGradient | ActionInputField | actionsText	no	no	add_or_update_exact_source_if_player_facing
Left	chanceWeight_add_left	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1201868	ShowOnlyOnce | StoryStatusShownObjects | ManageObjects | reupdate | game_controller | set_Instance | ResetGameValues | LoadGameValues | menuController | NewGameValues | sceneName_toLoad | reasonStart | reasonEnd | delayStart | DoSceneSwitch | SceneSwitch | StartNewDayValues | event_id	no	no	add_or_update_exact_source_if_player_facing
Right	chanceWeight_add_right	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1201890	ManageObjects | reupdate | game_controller | set_Instance | ResetGameValues | LoadGameValues | menuController | NewGameValues | sceneName_toLoad | reasonStart | reasonEnd | delayStart | DoSceneSwitch | SceneSwitch | StartNewDayValues | event_id | BlockRepeats | AddHappen	no	no	add_or_update_exact_source_if_player_facing
Right	c_right_X	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1210489	canActAsCeiling | ceilingHeightMultiplier | horizontalInput | verticalInput | isSliding | trySlidingFromAir | PostProcController | toBlack | Fading | liftGammaGain | ToBlack | currentLightnessValue | def_maxBrightness | def_minBrighness | GameSaveData | HasSavedGame | seenNightEvents | endingsCompleted	no	no	add_or_update_exact_source_if_player_facing
Resume	kSessionResumed	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	1501663	set_IsThreadSafe | set_IsFreeFunction | set_ThrowsException | set_HasExplicitThis | isFreeFunction | isThreadSafe | <IsThreadSafe>k__BackingField | <IsFreeFunction>k__BackingField | <ThrowsException>k__BackingField | <HasExplicitThis>k__BackingField | IsThreadSafe | IsFreeFunction | ThrowsException | HasExplicitThis | TargetType | NativePropertyAttribute | set_TargetType | isFree	no	no	add_or_update_exact_source_if_player_facing
kg	kg	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	6774376	+a | (5 | lG | QM | iM | jM | 1# | kM | %W | RZ | >: | 1W | QZ | 4W | &W | 4Z | +: | 9W	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	6774388	+a | (5 | lG | QM | iM | jM | 1# | kM | %W | RZ | >: | 1W | QZ | 4W | &W | 4Z | +: | 9W	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	6831164	p3 | lG | 63 | I< | (5 | ;f | `C | <f | =f | 9F | pe | ?f | Ia | )K | Ef | Af | Hf | %S	no	no	review_only_do_not_add_bare_unit_without_runtime_source
Right	FAdjusts the overall exposure of the scene in EV100. This is applied after HDR effect and right before tonemapping so it won't affect previous effects in the chain.	game_original/DontSleepWithTheFishes_Data/il2cpp_data/Metadata/global-metadata.dat	ascii_strings	7378445	VShaders/Terrain/WavingGrassBillboard.shaderU | @Shaders/Nature/SpeedTree7.shaderU | XShaders/Nature/SpeedTree8_PBRLit.shadergraphU | 2Runtime/Materials/Lit.matU | HRuntime/Materials/ParticlesUnlit.matU | @Runtime/Materials/TerrainLit.matU | 6Runtime/Materials/Decal.matU | Moved to UniversalRenderPipelineRuntimeShaders on GraphicsSettings. #from(2023.3) | 2Shaders/Utils/Blit.shaderU | <Shaders/Utils/CopyDepth.shaderU | Obsolete, this feature will be supported by new 'ScreenSpaceShadows' renderer feature | :Shaders/Utils/Sampling.shaderU | HShaders/Utils/StencilDeferred.shaderU | DShaders/Utils/FallbackError.shaderU | HShaders/Utils/FallbackLoading.shaderU | 6Use fallbackErrorPS instead | :Shaders/Utils/CoreBlit.shaderU | TShaders/Utils/CoreBlitColorAndDepth.shaderU	no	no	add_or_update_exact_source_if_player_facing
