source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
Boatridden	resources.assets	TextAsset	journals	158	m_Script[friendsick_sleep].title	csv row 19	high	player-facing TextAsset CSV payload
It’s hard for one to survive in the vastness of the seas, let alone two people.<br>It turns out two heads can’t solve an injury without proper tools. Duct tape doesn’t promote healing… Let’s hope we don’t perish from each other’s ideas.	resources.assets	TextAsset	journals	158	m_Script[friendsick_tape_bad].text	csv row 18	high	player-facing TextAsset CSV payload
Boatridden	resources.assets	TextAsset	journals	158	m_Script[friendsick_tape_bad].title	csv row 18	high	player-facing TextAsset CSV payload
It’s hard for one to survive in the vastness of the seas, let alone two people.<br>When one of us is injured, we have to get creative. Using duct tape seemed to do the trick for now… Let’s just hope neither of us has to rely too much on the other to stay alive.	resources.assets	TextAsset	journals	158	m_Script[friendsick_tape_good].text	csv row 17	high	player-facing TextAsset CSV payload
We Are Managing	resources.assets	TextAsset	journals	158	m_Script[friendsick_tape_good].title	csv row 17	high	player-facing TextAsset CSV payload
Either my mind has started to invent ways out of this, or I really saw sailors who also perished here.<br>How do I even know if I’m alive? Maybe seeing them means I’m already with them on the other side…?<br>Am I dead?	resources.assets	TextAsset	journals	158	m_Script[ghostboat].text	csv row 127	high	player-facing TextAsset CSV payload
Hallucinations	resources.assets	TextAsset	journals	158	m_Script[ghostboat].title	csv row 127	high	player-facing TextAsset CSV payload
A shiver ran down my spine. Was it a lucid nightmare? Did I actually see… ghosts?<br>I wasted my flare out of hesitation, but it seemed to clear the air around me.<br>I swear this place gets weirder by the day…	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flaregun].text	csv row 55	high	player-facing TextAsset CSV payload
Haunted?	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flaregun].title	csv row 55	high	player-facing TextAsset CSV payload
A shiver ran down my spine. Was it a lucid nightmare? Did I actually see… ghosts?<br>I grabbed my flashlight and flickered it at them to see if they’d react…<br>By morning, I woke up drenched in sweat. This place is starting to wear down my mind…	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flash_bad].text	csv row 57	high	player-facing TextAsset CSV payload
Haunted	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flash_bad].title	csv row 57	high	player-facing TextAsset CSV payload
A shiver ran down my spine. Was it a lucid nightmare? Did I actually see… ghosts?<br>I grabbed my flashlight and flickered it at them to see if they’d react…<br>Then they were gone. This place is starting to wear down my mind…	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flash_good].text	csv row 56	high	player-facing TextAsset CSV payload
Haunted?	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_flash_good].title	csv row 56	high	player-facing TextAsset CSV payload
A shiver ran down my spine. Was it a lucid nightmare? Did I actually see… ghosts?<br>I shut my eyes tight to keep my mind from spiraling, in case it was sleep paralysis.<br>It did not help…	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_sleep_bad].text	csv row 59	high	player-facing TextAsset CSV payload
Haunted	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_sleep_bad].title	csv row 59	high	player-facing TextAsset CSV payload
A shiver ran down my spine. Was it a lucid nightmare? Did I actually see… ghosts?<br>I shut my eyes tight to keep my mind from spiraling, in case it was sleep paralysis.<br>Then I fell asleep…	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_sleep_good].text	csv row 58	high	player-facing TextAsset CSV payload
Haunted?	resources.assets	TextAsset	journals	158	m_Script[ghostlyfigures_sleep_good].title	csv row 58	high	player-facing TextAsset CSV payload
A hand emerged from the sea, its open palm facing me. It looked as though it was asking for an offering… something from my boat.<br>For some reason, I trusted it and felt that my offering would not go unanswered. Luckily, I received something in return… Was it a good deal?	resources.assets	TextAsset	journals	158	m_Script[handyman_offer].text	csv row 152	high	player-facing TextAsset CSV payload
Handyman	resources.assets	TextAsset	journals	158	m_Script[handyman_offer].title	csv row 152	high	player-facing TextAsset CSV payload
A hand emerged from the sea, its open palm facing me. It looked as though it was asking for an offering… something from my boat.<br>I left it empty-handed. I value my supplies more than whatever the ocean would likely offer in return.	resources.assets	TextAsset	journals	158	m_Script[handyman_sleep].text	csv row 153	high	player-facing TextAsset CSV payload
Handyman	resources.assets	TextAsset	journals	158	m_Script[handyman_sleep].title	csv row 153	high	player-facing TextAsset CSV payload
A hand emerged from the sea. It looked like a human hand and came very close to my boat. For some unknown reason, I felt an instinctive urge to touch it.<br>Now there is one more hand in the ocean. Fortunately, a single hand is surprisingly enough to get by out here.	resources.assets	TextAsset	journals	158	m_Script[handyman_touch].text	csv row 154	high	player-facing TextAsset CSV payload
Curiosity	resources.assets	TextAsset	journals	158	m_Script[handyman_touch].title	csv row 154	high	player-facing TextAsset CSV payload
I heard a loud noise yesterday. Propellers spinning, lamps sweeping across the sea. Was this the night I would be rescued?<br>The fact that I’m still writing in this journal should be an answer good enough.<br>I slept the rest of the night knowing the only thing that can save me now… is myself.	resources.assets	TextAsset	journals	158	m_Script[helicopter_sleep].text	csv row 119	high	player-facing TextAsset CSV payload
On My Own	resources.assets	TextAsset	journals	158	m_Script[helicopter_sleep].title	csv row 119	high	player-facing TextAsset CSV payload
I fear I just lost my only chance at escape.<br>An actual helicopter was searching near the boat for only a short time. I tried everything to get its attention, but in the end, I was just out of sight.<br>They’ll probably pronounce me dead.	resources.assets	TextAsset	journals	158	m_Script[helicopter_tried_to_warn].text	csv row 118	high	player-facing TextAsset CSV payload
S.O.S	resources.assets	TextAsset	journals	158	m_Script[helicopter_tried_to_warn].title	csv row 118	high	player-facing TextAsset CSV payload
I found a lonely, minuscule island, so I decided to take a small tour.<br>Among the shrubs, I found an old can, with worms feeding on scraps inside. Will do for the fishies!	resources.assets	TextAsset	journals	158	m_Script[islandsmall_foundbait].text	csv row 61	high	player-facing TextAsset CSV payload
Midnight Tour	resources.assets	TextAsset	journals	158	m_Script[islandsmall_foundbait].title	csv row 61	high	player-facing TextAsset CSV payload
I found a lonely, minuscule island, so I decided to take a small tour.<br>Someone must have been there before, because I found an old wooden chest. I took it with me back to the boat.<br>It was heavy and exhausting to carry, so it better be worth it!	resources.assets	TextAsset	journals	158	m_Script[islandsmall_foundchest].text	csv row 62	high	player-facing TextAsset CSV payload
Midnight Tour	resources.assets	TextAsset	journals	158	m_Script[islandsmall_foundchest].title	csv row 62	high	player-facing TextAsset CSV payload
I found a lonely, minuscule island, so I decided to take a small tour.<br>While looking around the trees, I wasn’t careful enough. Something attacked me from above. It looked like a… long coconut?<br>I used leaves from the shrubs to stop the bleeding, but it still hurts like hell.	resources.assets	TextAsset	journals	158	m_Script[islandsmall_gotattacked].text	csv row 63	high	player-facing TextAsset CSV payload
Misadventure	resources.assets	TextAsset	journals	158	m_Script[islandsmall_gotattacked].title	csv row 63	high	player-facing TextAsset CSV payload
I found a lonely, minuscule island, too small for anyone to live on.<br>Just looking at it from afar was enough to know it wasn’t worth visiting… Maybe it’s better I don’t disturb it.	resources.assets	TextAsset	journals	158	m_Script[islandsmall_skipped].text	csv row 60	high	player-facing TextAsset CSV payload
Too Small for Me	resources.assets	TextAsset	journals	158	m_Script[islandsmall_skipped].title	csv row 60	high	player-facing TextAsset CSV payload
My chest still pounds with the blood I have left. I have encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Wounding it only bought me one more day. But it demands atonement.<br>It wants… my heart.	resources.assets	TextAsset	journals	158	m_Script[kraken_anchor_success].text	csv row 128	high	player-facing TextAsset CSV payload
Break	resources.assets	TextAsset	journals	158	m_Script[kraken_anchor_success].title	csv row 128	high	player-facing TextAsset CSV payload
My chest still pounds with the little blood I have left following the night I encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Weapons were futile. It demands atonement.<br>It wants… my heart.	resources.assets	TextAsset	journals	158	m_Script[kraken_gothurt].text	csv row 129	high	player-facing TextAsset CSV payload
Break	resources.assets	TextAsset	journals	158	m_Script[kraken_gothurt].title	csv row 129	high	player-facing TextAsset CSV payload
My chest still pounds with the little blood I have left following the night I encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Escaping is hopeless. It demands atonement.<br>It wants… my heart.	resources.assets	TextAsset	journals	158	m_Script[kraken_sleep_died].text	csv row 130	high	player-facing TextAsset CSV payload
Break	resources.assets	TextAsset	journals	158	m_Script[kraken_sleep_died].title	csv row 130	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>Without even trying to comprehend what I saw, I started flickering my flashlight at it, hoping the light would save me from that stare…<br>It bothered it enough to make me lose the light in fear…	resources.assets	TextAsset	journals	158	m_Script[monsterfish_flashlight_bad].text	csv row 71	high	player-facing TextAsset CSV payload
Death Stare	resources.assets	TextAsset	journals	158	m_Script[monsterfish_flashlight_bad].title	csv row 71	high	player-facing TextAsset CSV payload
My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>Without even trying to comprehend what I saw, I started flickering my flashlight at it, hoping the light would save me from that stare…<br>It seems whatever that thing was, it didn’t like bright lights.	resources.assets	TextAsset	journals	158	m_Script[monsterfish_flashlight_good].text	csv row 70	high	player-facing TextAsset CSV payload
